id,name,category,price
2083,Салфетка микрофибра универсальная 30*30см/200/,ТОВАРЫ ДЛЯ УБОРКИ,26.40
2084,Салфетка микрофибра универсальная 40*40см/200/,ТОВАРЫ ДЛЯ УБОРКИ,49.40
2085,Совок со щеткой с выс ручкой ПЕРФЕТТО серебро/11/,ТОВАРЫ ДЛЯ УБОРКИ,326.70
2086,Тряпка для пола х/б ТМ 80*100см/20/,ТОВАРЫ ДЛЯ УБОРКИ,47.97
2087,Тряпкодержатель метал./оцинк ДЛИННЫЙ. L=150см/10/,ТОВАРЫ ДЛЯ УБОРКИ,229.10
2088,Тряпкодержатель оцинк Д-2 С ДЕРЕВЯННЫМ ЧЕРЕНКОМ/10/,ТОВАРЫ ДЛЯ УБОРКИ,173.10
2089,Тряпкодержатель оцинк М-2 С МЕТАЛЛ ЧЕРЕНКОМ/10/,ТОВАРЫ ДЛЯ УБОРКИ,173.10
2090,Швабра д/пола микроф лапша 15*45см LaDina/30/,ТОВАРЫ ДЛЯ УБОРКИ,376.90
2091,Швабра д/пола с нас/микроф гладкая LaDina/30/,ТОВАРЫ ДЛЯ УБОРКИ,352.50
2092,Швабра на липучке гладкая 40х14см LaDina /30/,ТОВАРЫ ДЛЯ УБОРКИ,429.00
2093,Швабра отжимная МОП д/пола LaDina с насадкой/20/,ТОВАРЫ ДЛЯ УБОРКИ,528.20
2094,Швабра плоская насадк вермиш микроф ПАВЕРА/24/,ТОВАРЫ ДЛЯ УБОРКИ,285.27
2095,Швабра плоская насадк гол вермиш микроф ПАВЕРА/24/,ТОВАРЫ ДЛЯ УБОРКИ,285.27
2096,Швабра плоская насадк микроф гладкая  ПАВЕРА/24/,ТОВАРЫ ДЛЯ УБОРКИ,285.27
2097,Швабра плоская насадк микроф гладкая ПАВЕРА/24/,ТОВАРЫ ДЛЯ УБОРКИ,285.27
2098,Швабра с распыл и насад из микрофибра LaDina/20/,ТОВАРЫ ДЛЯ УБОРКИ,618.00
2099,Швабра ТВИСТ /60/,ТОВАРЫ ДЛЯ УБОРКИ,204.04
2100,Щетка д/уборки с короткой щетиной /20/,ТОВАРЫ ДЛЯ УБОРКИ,96.50
2101,"Мешки для мусора ""Кенго ""30х30 РУЛОН 8мкр/100/","УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",39.30
2102,"Мешки для мусора ""Кенго"" 30х30 С РУЧКАМИ 8мкр/100/","УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",40.60
2103,Мешки для мусора 35л 15шт с завязками (МП)/40/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",53.10
2104,Мешки для мусора 50л 10шт с завязками МП/40/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",55.10
2105,Мешки для мусора Золушка 30л 30шт 7мкр/100/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",27.00
2106,Мешки для мусора Идеал 60л 20штС РУЧКАМИ 10мкр/100,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",52.48
2107,Мешки для мусора КРЕПЫШ 30л30шт С РУЧКАМИ 11мкр/70,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",55.40
2108,Мешки для мусора ПВД  30л 30шт 23мк Синяя упаковка/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",54.90
2109,Мешки для мусора ПВД  60лх30шт 23мкЗелёная упаковка/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",90.10
2110,Мешки для мусора ПВД 120лх30шт 30мк/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",155.80
2111,Мешки для мусора ПВД 160л х20шт 40мк/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",160.90
2112,Мешки для мусора ПВД 180л*20шт 40мк/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",171.30
2113,Мешки для мусора ПВД 240л*20шт 40мк/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",255.40
2114,Пакет Майка 24+12х45  10мкр. 100шт без рисунка/50/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",69.70
2115,"Пакет Майка 30*55 "" цветная 20мк 50шт/30/","УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",104.20
2116,Пакет Майка 30+16х55 ЛИС черная 20мкр 50шт/30/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",104.20
2117,Пакет Майка 30+16х55 Клубника салатовый 25мкр 50шт/30/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",143.07
2118,Пакет Майка ПНД 42+20*70 БМВ черн 25мкм цена за 50шт/14/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",241.30
2119,Пакет ПНД  26х35 1000шт хлебная/15/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",215.60
2120,Пакет ПНД 24х37   100шт. Экстра 8мкр /100/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",35.80
2121,Пакет ПНД 24х37   200шт. Экстра 8 мкр  /50/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",67.90
2122,Пакет ПНД 24х37  500шт. Экстра 8 мкр  /20/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",163.70
2123,Пакет ПНД 24х37 1000шт.  Экстра 8 мкр /10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",327.20
2124,Пакет ПНД 25х32 для заморозки 30шт 3литра/150/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",38.00
2125,Пакет ПНД 25х40 ПЛАСТ 500шт 15мкр МАСТЕР ПАК /10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",324.60
2126,Пакет ПНД 30х40 500шт РОЗОВЫЙ Экстра 9мкр без уп/20,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",244.00
2127,Пакет с замком (гриппер)100*150мм цена за100шт/10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",59.61
2128,Пакет с замком (гриппер)200*300мм цена за100шт/10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",225.97
2129,Пакет с замком (гриппер)250*350мм цена за100шт/10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",405.73
2130,Пакет с замком (гриппер)60*80 мм цена за 100 шт/10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",31.78
2131,Пакет с замком (гриппер)70*100 мм цена за 100шт/10/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",34.95
2132,Пакеты с защелкой 1литр 15шт в наборе,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",110.86
2133,Пакеты с защелкой 2 литра в наборе 10шт,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",100.72
2134,Фонарь налобн GREPPсветодиод14 LED3*1.5vAA пластик/60/120/,ФОНАРИ,143.00
2135,"Фонарь налобный светодиодный FH101, Спутник",ФОНАРИ,104.40
2136,Фонарь ОБЛИК 1019-3W CОВ 3 режима дорожный/12/48/,ФОНАРИ,215.10
2137,Фонарь ОБЛИК 1020-3WСОВподвесной с магнитом/24/96/,ФОНАРИ,219.90
2138,Фонарь ОБЛИК 1056-9LЕD металл/12/144/,ФОНАРИ,73.30
2139,Фонарь ОБЛИК 1057-9LЕD /12/144/,ФОНАРИ,140.30
2140,Фонарь ОБЛИК 1058-9LЕD /12/44/,ФОНАРИ,99.30
2141,Фонарь ОБЛИК 1066-1W CОВ металл/12/144/,ФОНАРИ,89.40
2142,Фонарь ОБЛИК 2032-3СОВ БЛ-1 налобный /12/48/,ФОНАРИ,242.70
2143,Фонарь ОБЛИК 2035-3 СОВ БЛ-1 НАЛОБНЫЙ/144/,ФОНАРИ,174.70
2144,Фонарь ОБЛИК 207-7LЕDаккумулятор 2реж оранж /40/,ФОНАРИ,230.60
2145,Фонарь Облик 2077- 1W аккум. BL1 налобный/48/,ФОНАРИ,266.40
2146,Фонарь ОБЛИК 2078-3W СОВ аккум НАЛОБНЫЙ/48/,ФОНАРИ,266.40
2147,Фонарь ОБЛИК 2083/96/,ФОНАРИ,252.90
2148,Фонарь ОБЛИК 3027-3WЕD ВL1 (2*R06)резина/12/96/,ФОНАРИ,163.10
2149,Фонарь СПУТНИК аккумм  светодид 1LED АF600/40/80,ФОНАРИ,275.80
2150,Фонарь СПУТНИК аккумм светод1LED+10LED АF630/10/40,ФОНАРИ,380.60
2151,Фонарь СПУТНИК аккумм светодид АF200-5LED/40/,ФОНАРИ,231.00
2152,Фонарь СПУТНИК аккумм светодид АF201-4LED/20/60/,ФОНАРИ,243.70
2153,Фонарь СПУТНИК аккумм светодид АFР910-3W/60/,ФОНАРИ,461.70
2154,"Фонарь СПУТНИК аккумм светодид1LED1,5W АF207/20/60",ФОНАРИ,250.10
2155,Бак 100л с/кр универсальный бежевый/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1270.40
2156,Бак 100л с/кр универсальный синий/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1270.40
2157,Бак 60л с/кр  ЭКОНОМ /5/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,659.20
2158,Бак 75л с/кр универсальный синий/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1062.10
2159,Бак 75л с/кр универсальный бежевый/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1062.10
2160,Бак для мусора 40л /5/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,398.70
2161,Бак для мусора 75л микс/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,773.10
2162,"Биопрепарат для туал и выгреб ям ""Удачный""30гр/40/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,59.18
2163,САН СЕПТИКО д/дачн туал и септ 330гр. ВХ/40/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,91.20
2164,"Биопрепарат-Удачный для туалетов 0,5л/14/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,199.47
2165,Вантуз (Интерм)/50/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,100.50
2166,Вантуз ГАРМОШКА ЛИБРАПЛАСТ h 16см ЛБ-101/140/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,46.90
2167,Вантуз резиновый /6/24/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,92.00
2168,Вантуз с пластиковой ручкой /120/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,72.55
2169,"Веревка металлизированная  10м*2,5мм S-1774/200/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,53.26
2170,"Веревка металлизированная  20м*2,5мм S-1770/150/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,91.60
2171,Веревка металлизированная  20м*4мм S-1772/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,183.00
2172,Виномер/50/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,22.60
2173,Держатель д/туалетн бумаги МОДЕРН 150х140х60мм/16/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,118.80
2174,Держатель д/туалетн бумаги ФАНТАЗИЯ бежевый/12/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,87.20
2175,Дождевик(Плащ) на молнии Рыбацкий /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,111.10
2176,Канат джутовый 12мм10м/5/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,358.72
2177,Канистра 10л прямоуг/10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,204.20
2178,Канистра 10л со сливом/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,287.30
2179,Канистра 15л БОЧОНОК/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,327.50
2180,Канистра 15л со сливом/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,373.20
2181,Канистра 20л БОЧОНОК со сливом/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,534.81
2182,Канистра 20л БОЧОНОК/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,419.70
2183,Канистра 20л М040/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,394.00
2184,Канистра 22л со сливом/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,529.40
2185,"Канистра 25,0л БОЧОНОК/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,484.90
2186,Канистра 25л /6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,521.20
2187,Канистра 25л со сливом/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,614.20
2188,Канистра 28л со сливом/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,653.70
2189,Канистра 30л/4/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,611.50
2190,Канистра-бочка 10л М043/10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,292.00
2191,"Канистра-бочка 15л,0/6/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,359.20
2192,"Канистра-бочка 20,0л Байкал с навесными ручками оранжево-серый /6/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,578.10
2193,Канистра-бочка 25л М045/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,570.10
2194,"Канистра-бочка 30,0л (диам гор 250мм)навесн ручк/4",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,632.10
2195,"Канистра-бочка 40,0л (диам гор 215мм)навесн ручк/4",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,795.10
2196,"Канистра-бочка 40,0л Байкал навесн ручки оранж-сер",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,801.30
2197,"Канистра-бочка 40,0л/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,723.90
2198,"Канистра-бочка 50,0л (диам.гор. 215мм) прямоуг/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1018.90
2199,"Канистра-бочка 50,0л Байкал навесн ручки оранж-сер",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1084.60
2200,"Канистра-бочка 50,0л/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,897.70
2201,"Канистра-бочка 60,0л (диам.гор. 215мм) прямоуг/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1164.80
2202,"Канистра-бутыль с ручкой 20,0л/6/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,369.00
2203,Карандаш  д/чистки утюга 30гр/36/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,30.00
2204,Клейкая лента ПРОТИВОСКОЛЬЗЯЩАЯ25мм 5м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,165.51
2205,Комплект обивки д/двери ИЗОЛОН КРАСНОЕ ДЕРЕВО /5/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,592.78
2206,"Крючки S-образные 5шт 7,5см СТ-1586/384/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,50.42
2207,Лупа с ручкой 50мм /10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,53.20
2208,Масло смазочное универсальное 100мл /90/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,48.50
2209,"Метла""Чистюля Большая"" на деревянном черенке в пленке/10/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,242.10
2210,Мешок Полипроп БЕЛЫЙ 55х105см  50кг 73 гр/100/500/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,21.83
2211,Мешок Полипропиленовый 53*93 40гр  зеленый /100//1000/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,11.03
2212,Нить в катушках белая капроновая /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,25.40
2213,Нить в катушках цветная капроновая/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,27.50
2214,Нить в катушках черная капроновая /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,25.40
2215,Ножницы LaDina хоз/бытовые 14см  /12/240/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,47.20
2216,Ножницы LaDina хоз/бытовые 17см  /12/240/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,52.90
2217,Ножницы LaDina хоз/бытовые 20см /12/144/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,82.80
2218,"Ножницы LaDina хоз/бытовые 21,5см /12/72/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,100.10
2219,Ножницы LaDina хоз/бытовые 24см  /12/72/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,119.70
2220,"Ножницы универсальные  7,5 19,5см  S-2626/12/240/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,78.70
2221,"Ножницы универсальные 8,5  22см СТ-2627/12/240/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,85.70
2222,"Ножницы универсальные 9,5/23,7см S-2628/12/240/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,94.05
2223,Перчатки облит тепл оранж-коричн  цена за10пар/48/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,408.82
2224,Перчатки облитые  ОРАНЖЕВЫЕ цена за12пар,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,346.30
2225,Перчатки облитые нейлон с цветочками 12пар /80/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,333.85
2226,Перчатки х/б белые БЕЗ ПВХ 10пар/25/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,138.10
2227,Перчатки Х/Б дв лат облив Россия зел10пар 13 кл/30/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,233.10
2228,"Перчатки х/б  ""Зимние двойные"" цена за 5 пар 9разм/40/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,282.03
2229,Перчатки х/б с ПВХ белые 10 пар /25/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,138.70
2230,Перчатки х/б с ПВХ Березка 10/5 цена за 10пар/25/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,130.70
2231,"Перчатки х/б черные уп.10пар ""Спец"" 9"" /36/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,263.50
2232,Перчатки х/б зимн п/шерст 2хсл сер Алтай цена за 5шт пар 9разм/14/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,413.23
2233,Пломба пластиковая сигнальная +/-90шт/100,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,332.36
2234,"Полотно вафельное 45смх60м хлопок 100%, 150г/м",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,2748.10
2235,Прищепка деревянная цена за 36шт/66/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,84.51
2236,Прищепки пласт. 20шт (Краснодар)/150/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,49.30
2237,Прищепки силиконовые набор 12шт цветн/144/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,102.30
2238,"Пульверизатор шар   0,45л/180/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,52.71
2239,"Раскладушка без матраса детская 152*61,7*24,8 60кг/4/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,2063.50
2240,Раскладушка без матраса СТЕФАНИЯ 120кг 192*65*24см,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,2739.00
2241,Рассекатель пламени металл с металл ручкой,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,82.48
2242,"Редуктор газовый ""Балтика"" /50/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,385.77
2243,"Редуктор газовый""Лягушка""/50/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,198.10
2244,Рукавицы брезентовые цена за 20пар/10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1272.70
2245,Рукавицы х/б с брезент наладонником цена за 20пар/20/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,875.60
2246,Рукавицы х/б УТЕПЛЕННЫЕ с брезент наладон цена за 5 пар/20/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,456.20
2247,Свеча хоз белая 65 гр 24см Цена за коробку 220 шт,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,3824.10
2248,Сетка д/глажения 45*95см/12/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,48.10
2249,Сетка под картофель 40кг 50смх80см  РОССИЯ /100/3000/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,12.44
2250,Сетка-мешок 30*47 МАЛАЯ /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,8.11
2251,Совок хоз. металл. с длинной ручкой 50см /10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,161.30
2252,Совок хоз. металл. с короткой ручкой 26см/10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,132.70
2253,"Спиртомер больш S-1767 0,96 /50/2000/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,26.25
2254,"Стяжка для груза 0,8т.4,5м  Блист-кейс/25/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,453.80
2255,"Стяжка для груза 1,3м 8мм СТ20074 КРАТНО 20 шт/300/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,42.08
2256,Стяжка для груза 3шт 7мм*90см 3-36/200/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,62.66
2257,Стяжка для груза с храповик 110мм 5м Блистер-кейс,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,464.50
2258,Сумка хоз. клетка ПАНДА 40х38х22см S-2251 /10/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,93.39
2259,Сумка хоз. клетка ПАНДА 50х40х20см S-2252 /10/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,108.20
2260,Сумка хоз. клетка ПАНДА 60х48х20см с2253 /10/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,130.72
2261,Сумка хоз. клетка ПАНДА 70х55х30см с5254/10/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,153.25
2262,Сумка хоз. клетка ПАНДА 80х55х30см с2255 /10/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,175.77
2263,Сушилка д/белья NORDWALL 18м DELTA NS2108/7/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,942.35
2264,Сушилка д/белья NORDWALL 20м DELTA  NS2125серая/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1017.10
2265,Теплолента самокл из пенополиэтилена 50мм 10м/120/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,30.66
2266,Термометр д/холодильника Айсберг ТБ-225 блист/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,43.50
2267,"Термометр для воды ""Рыбка"" ТБВ-1 белая блист/100/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,52.98
2268,"Термометр оконный ""БОЖЬЯ КОРОВКА""/50/100/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,117.76
2269,"Термометр оконный ""ПЧЕЛКА"" S-2018 /50/100/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,118.26
2270,Термометр оконный Гвоздик картон  ТБ-202/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,24.00
2271,Термометр оконный Липучка ТСН-14  /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,26.70
2272,Туалет дачный ЭКОНОМ /15/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,455.50
2273,Уплотнитель GERM FOAN D-проф 12*10 КОРИЧН пром 50м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1288.80
2274,Уплотнитель GERM FOAN D-проф 12*10 ЧЕРНЫЙ пром 50м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1288.80
2275,Уплотнитель GERM FOAN D-проф 5*9 КОРИЧН пром 100м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1294.00
2276,Уплотнитель GERM FOAN D-проф 5*9 ЧЕРНЫЙ пром 100м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1294.00
2277,Уплотнитель ППЭ 4*7мм 15м СК /120/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,45.22
2278,Фал капроновый пп 16пр10мм 100м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1501.24
2279,Фал плетен полип ПП 24-прядн с серд 14мм Бухта100м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,3852.90
2280,Фал плетен полип ПП 24-прядн с серд 16мм Бухта 50м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,2260.90
2281,Черенок дер  25*1200 с евро-резьбой/20/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,75.86
2282,Черенок дер для ГРАБЛЕЙ  ВЫСШИЙ СОРТ 30-1200/20/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,98.19
2283,"Черенок для лопат высший сорт d-40 L 1,20 /10/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,135.06
2284,"Черенок для лопаты (диаметр 40 мм, длина 1,4 м), ВЫСШИЙ СОРТ/10/",ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,180.06
2285,Черенок мет-пластик 110 см/12/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,82.83
2286,Шнур  х/б плетеная 16пр 4мм 20м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,56.98
2287,Шнур вязанный б/с ХБ D-4мм 50 МЕТРОВ,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,128.12
2288,Шнур рыболовный полиамидный 25метров /100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,72.83
